C:\Users\kylem\DriveData\IMG\center_2023_11_27_13_42_36_245.jpg, C:\Users\kylem\DriveData\IMG\left_2023_11_27_13_42_36_245.jpg, C:\Users\kylem\DriveData\IMG\right_2023_11_27_13_42_36_245.jpg, 0, 0, 0, 2.186537E-05
C:\Users\kylem\DriveData\IMG\center_2023_11_27_13_42_36_347.jpg, C:\Users\kylem\DriveData\IMG\left_2023_11_27_13_42_36_347.jpg, C:\Users\kylem\DriveData\IMG\right_2023_11_27_13_42_36_347.jpg, 0, 0, 0, 2.1835E-05
C:\Users\kylem\DriveData\IMG\center_2023_11_27_13_42_36_452.jpg, C:\Users\kylem\DriveData\IMG\left_2023_11_27_13_42_36_452.jpg, C:\Users\kylem\DriveData\IMG\right_2023_11_27_13_42_36_452.jpg, 0, 0, 0, 2.186649E-05
C:\Users\kylem\DriveData\IMG\center_2023_11_27_13_42_36_555.jpg, C:\Users\kylem\DriveData\IMG\left_2023_11_27_13_42_36_555.jpg, C:\Users\kylem\DriveData\IMG\right_2023_11_27_13_42_36_555.jpg, 0, 0, 0, 2.188947E-05
C:\Users\kylem\DriveData\IMG\center_2023_11_27_13_42_36_661.jpg, C:\Users\kylem\DriveData\IMG\left_2023_11_27_13_42_36_661.jpg, C:\Users\kylem\DriveData\IMG\right_2023_11_27_13_42_36_661.jpg, 0, 0, 0, 2.191714E-05
C:\Users\kylem\DriveData\IMG\center_2023_11_27_13_42_36_764.jpg, C:\Users\kylem\DriveData\IMG\left_2023_11_27_13_42_36_764.jpg, C:\Users\kylem\DriveData\IMG\right_2023_11_27_13_42_36_764.jpg, 0, 0, 0, 2.195202E-05
C:\Users\kylem\DriveData\IMG\center_2023_11_27_13_42_36_865.jpg, C:\Users\kylem\DriveData\IMG\left_2023_11_27_13_42_36_865.jpg, C:\Users\kylem\DriveData\IMG\right_2023_11_27_13_42_36_865.jpg, 0, 0, 0, 2.199407E-05
C:\Users\kylem\DriveData\IMG\center_2023_11_27_13_42_36_969.jpg, C:\Users\kylem\DriveData\IMG\left_2023_11_27_13_42_36_969.jpg, C:\Users\kylem\DriveData\IMG\right_2023_11_27_13_42_36_969.jpg, 0, 0, 0, 2.205393E-05
C:\Users\kylem\DriveData\IMG\center_2023_11_27_13_42_37_075.jpg, C:\Users\kylem\DriveData\IMG\left_2023_11_27_13_42_37_075.jpg, C:\Users\kylem\DriveData\IMG\right_2023_11_27_13_42_37_075.jpg, 0, 0, 0, 2.212148E-05
C:\Users\kylem\DriveData\IMG\center_2023_11_27_13_42_37_180.jpg, C:\Users\kylem\DriveData\IMG\left_2023_11_27_13_42_37_180.jpg, C:\Users\kylem\DriveData\IMG\right_2023_11_27_13_42_37_180.jpg, 0, 0, 0, 2.218719E-05
